SUID,tf,interaction,target,confidence_score
2820,HIF1,positive_KC,EDEM2,1.554921559
2821,HIF1,positive_KC,EFEMP2,1.814023945
2822,HIF1,positive_KC,EGLN1,1.764720264
2823,HIF1,positive_KC,EGLN3,1.968472238
2824,HIF1,positive_KC,EHBP1L1,1.749855672
2825,HIF1,positive_KC,EID1,1.869131857
2826,HIF1,positive_KC,EIF1B,1.527594432
2827,HIF1,positive_KC,ELOVL6,1.534632254
2828,HIF1,positive_KC,EMILIN1,1.608941752
2829,HIF1,positive_KC,ENDOG,1.868018078
2830,HIF1,positive_KC,ENO1,1.880249002
2831,HIF1,positive_KC,ENTPD4,1.5885355
2832,HIF1,positive_KC,EPN1,1.752118245
2833,HIF1,positive_KC,ERO1L,1.923457127
2834,HIF1,positive_KC,ERRFI1,1.722480568
2835,HIF1,positive_KC,ESPN,1.972039655
2836,HIF1,positive_KC,ETS1,1.916475149
2837,HIF1,positive_KC,EXOC7,1.801437973
2838,HIF1,positive_KC,EXOSC8,1.628997249
2839,HIF1,positive_KC,FABP5,1.638632957
2840,HIF1,positive_KC,FAM100A,1.724880696
2841,HIF1,positive_KC,FAM100B,1.781971572
2842,HIF1,positive_KC,FAM102A,1.717139233
2843,HIF1,positive_KC,FAM113A,1.549971284
2844,HIF1,positive_KC,FAM114A2,1.765114898
2845,HIF1,positive_KC,FAM117B,1.642783498
2846,HIF1,positive_KC,FAM129B,1.609352947
2847,HIF1,positive_KC,FAM162A,1.975659502
2848,HIF1,positive_KC,FAM189B,1.591682164
2849,HIF1,positive_KC,FAM40A,1.572341637
2850,HIF1,positive_KC,FAM46A,1.659875097
2851,HIF1,positive_KC,FAM55C,1.542049056
2852,HIF1,positive_KC,FAM57A,1.795631226
2853,HIF1,positive_KC,FAM63B,1.600515799
2854,HIF1,positive_KC,FAM78A,1.772634596
2855,HIF1,positive_KC,FANCE,1.826642855
2856,HIF1,positive_KC,FASTK,1.659084568
2857,HIF1,positive_KC,FAU,1.786696753
2858,HIF1,positive_KC,FBXL14,1.757349229
2859,HIF1,positive_KC,FKBP1A,1.516590759
2860,HIF1,positive_KC,FLOT1,1.878303756
2861,HIF1,positive_KC,FLT3L,1.802358497
2862,HIF1,positive_KC,FLYWCH1,1.907182138
2863,HIF1,positive_KC,FNIP1,1.696984736
2864,HIF1,positive_KC,FOSL2,1.855752095
2865,HIF1,positive_KC,FOXO1,1.517879173
2866,HIF1,positive_KC,FOXO3,1.849365851
2867,HIF1,positive_KC,FURIN,1.79346503
2868,HIF1,positive_KC,FYTTD1,1.804147135
2869,HIF1,positive_KC,FZD7,1.835864027
2870,HIF1,positive_KC,G2E3,1.831285138
2871,HIF1,positive_KC,G3BP2,1.626063048
2872,HIF1,positive_KC,G6PC3,1.728144111
2873,HIF1,negative_KC,GADD45A,-1.529056644
2874,HIF1,negative_KC,GADD45B,-1.805802097
2875,HIF1,positive_KC,GADD45G,1.827512121
2876,HIF1,positive_KC,GADD45GIP1,1.74800918
2877,HIF1,positive_KC,GALK1,1.847653118
2878,HIF1,positive_KC,GALNT12,1.585287149
2879,HIF1,positive_KC,GALNT6,1.913646457
2880,HIF1,positive_KC,GAPDH,1.890492852
2881,HIF1,positive_KC,GATM,1.760105082
2882,HIF1,positive_KC,GBE1,1.733674776
2883,HIF1,positive_KC,GBP5,1.848533061
2884,HIF1,positive_KC,GDE1,1.714901273
2885,HIF1,positive_KC,GIMAP1,1.863666908
2886,HIF1,positive_KC,GIMAP4,1.619629295
2887,HIF1,positive_KC,GIMAP5,1.779693773
2888,HIF1,positive_KC,GIMAP6,1.585210944
2889,HIF1,positive_KC,GIMAP7,1.682421815
2890,HIF1,positive_KC,GLG1,1.554159349
2891,HIF1,positive_KC,GLS2,1.61880307
2892,HIF1,positive_KC,GM11110,1.80904982
2893,HIF1,positive_KC,GM129,1.804553096
2894,HIF1,positive_KC,GM2A,1.820879931
2895,HIF1,positive_KC,GM962,1.775597572
2896,HIF1,positive_KC,GMPPA,1.793340182
2897,HIF1,positive_KC,GNA13,1.690739084
2898,HIF1,positive_KC,GOLGA7,1.654548331
2899,HIF1,positive_KC,GOPC,1.546189708
2900,HIF1,positive_KC,GPI1,1.930324691
2901,HIF1,positive_KC,GPR132,1.714194011
2902,HIF1,positive_KC,GPR146,1.812557102
2903,HIF1,positive_KC,GPR183,1.901525068
2904,HIF1,positive_KC,GRHPR,1.879479723
2905,HIF1,positive_KC,GSR,1.665260706
2906,HIF1,positive_KC,GT(ROSA)26SOR,1.745059662
2907,HIF1,positive_KC,GTF2E2,1.664269315
2908,HIF1,positive_KC,GYS1,1.860360643
2909,HIF1,positive_KC,GZF1,1.740902311
2910,HIF1,positive_KC,H2-AB1,1.842696434
2911,HIF1,positive_KC,H2-T23,1.786431668
2912,HIF1,positive_KC,HAAO,1.824729512
2913,HIF1,positive_KC,HDAC7,1.929360266
2914,HIF1,positive_KC,HDDC2,1.784750138
2915,HIF1,positive_KC,HEATR2,1.662141097
2916,HIF1,positive_KC,HELB,1.7271263
2917,HIF1,positive_KC,HEMK1,1.753714304
2918,HIF1,negative_KC,HERPUD1,-1.585996599
2919,HIF1,positive_KC,HES6,1.614159723
2920,HIF1,positive_KC,HEXB,1.821982873
2921,HIF1,positive_KC,HEXDC,1.701414494
2922,HIF1,positive_KC,HIGD1A,1.883083242
2923,HIF1,positive_KC,HIST1H2BJ,1.836345675
2924,HIF1,positive_KC,HIST1H2BM,1.786628254
2925,HIF1,positive_KC,HIST2H2BB,1.859800763
2926,HIF1,positive_KC,HK1,1.749071974
2927,HIF1,positive_KC,HK2,1.905228393
2928,HIF1,positive_KC,HMGCL,1.886316676
2929,HIF1,positive_KC,HMHA1,1.768033673
2930,HIF1,positive_KC,HNRNPA0,1.822435239
2931,HIF1,positive_KC,HNRNPM,1.505999556
2932,HIF1,positive_KC,HPRT,1.74154232
2933,HIF1,positive_KC,ID2,1.894573129
2934,HIF1,positive_KC,IER3,1.807915498
2935,HIF1,positive_KC,IER3IP1,1.665931668
2936,HIF1,positive_KC,IFI47,1.88147094
2937,HIF1,negative_KC,IFRD1,-1.530126787
2938,HIF1,positive_KC,IKZF4,1.776748395
2939,HIF1,positive_KC,IL12RB2,1.545794298
2940,HIF1,positive_KC,IL17A,1.601273499
2941,HIF1,positive_KC,IL27RA,1.584658054
2942,HIF1,positive_KC,IL2RA,1.873320441
2943,HIF1,positive_KC,IL2RB,1.804817841
2944,HIF1,positive_KC,IL4RA,1.913924151
2945,HIF1,positive_KC,IMPA2,1.896951393
2946,HIF1,positive_KC,IMPDH1,1.660165976
2947,HIF1,positive_KC,ING2,1.722347244
2948,HIF1,positive_KC,INPP5D,1.586465708
2949,HIF1,positive_KC,INSIG2,1.513358438
2950,HIF1,positive_KC,INSL3,1.655060257
2951,HIF1,positive_KC,IRF8,1.666649985
2952,HIF1,positive_KC,IRGQ,1.812770985
2953,HIF1,positive_KC,ISOC2B,1.646489988
2954,HIF1,positive_KC,ITGA3,1.704957067
2955,HIF1,positive_KC,ITGA7,1.795850928
2956,HIF1,positive_KC,ITPKB,1.964449049
2957,HIF1,positive_KC,JAK3,1.963153235
2958,HIF1,positive_KC,JARID2,1.771501841
2959,HIF1,positive_KC,JMJD6,1.954179042
2960,HIF1,positive_KC,JUNB,1.914211032
2961,HIF1,positive_KC,JUND,1.819492279
2962,HIF1,positive_KC,KBTBD11,1.873434344
2963,HIF1,positive_KC,KCNAB2,1.734663478
2964,HIF1,positive_KC,KCNK7,1.846255998
2965,HIF1,positive_KC,KCNN4,1.892281059
2966,HIF1,positive_KC,KDELR2,1.572700196
2967,HIF1,positive_KC,KDM2A,1.696917175
2968,HIF1,positive_KC,KDM3A,1.836973357
2969,HIF1,positive_KC,KDM4B,1.822707126
2970,HIF1,positive_KC,KDM5B,1.887119617
2971,HIF1,positive_KC,KEAP1,1.888291239
2972,HIF1,positive_KC,KHNYN,1.903137722
2973,HIF1,positive_KC,KLC4,1.573766179
2974,HIF1,positive_KC,KLHDC1,1.71529513
2975,HIF1,positive_KC,KLHL17,1.713104542
2976,HIF1,positive_KC,KLHL21,1.640780451
2977,HIF1,positive_KC,KLHL6,1.732074395
2978,HIF1,positive_KC,KLHL9,1.737996775
2979,HIF1,positive_KC,LAPTM5,1.59847697
2980,HIF1,positive_KC,LBH,1.680244298
2981,HIF1,positive_KC,LDB1,1.648820702
2982,HIF1,positive_KC,LDHA,1.874339673
2983,HIF1,positive_KC,LFNG,1.743422085
2984,HIF1,positive_KC,LHX2,1.617227943
2985,HIF1,positive_KC,LIF,1.874856087
2986,HIF1,positive_KC,LMBR1L,1.661180005
2987,HIF1,positive_KC,LMF1,1.781523066
2988,HIF1,positive_KC,LMF2,1.715394184
2989,HIF1,positive_KC,LMLN,1.783870348
2990,HIF1,positive_KC,LONP1,1.922294039
2991,HIF1,positive_KC,LPIN1,1.593687782
2992,HIF1,positive_KC,LRP10,1.722480622
2993,HIF1,positive_KC,LRRC45,1.542675645
2994,HIF1,positive_KC,LRRC8A,1.769749131
2995,HIF1,positive_KC,LRSAM1,1.785652628
2996,HIF1,positive_KC,LSR,1.811155309
2997,HIF1,positive_KC,LTA,1.926607598
2998,HIF1,positive_KC,LTB,1.967322575
2999,HIF1,positive_KC,MAFF,1.891142564
3000,HIF1,positive_KC,MALT1,1.760758754
3001,HIF1,positive_KC,MAML1,1.645294488
3002,HIF1,positive_KC,MAP2K1,1.814817055
3003,HIF1,positive_KC,MAP2K6,1.544118057
3004,HIF1,positive_KC,MAP3K1,1.865703159
3005,HIF1,positive_KC,MAP3K11,1.780794342
3006,HIF1,positive_KC,MAP4K2,1.648691266
3007,HIF1,positive_KC,MAPK8IP3,1.861672512
3008,HIF1,positive_KC,MAST3,1.777049705
3009,HIF1,positive_KC,MATK,1.890529448
3010,HIF1,positive_KC,MAX,1.675480508
3011,HIF1,positive_KC,ME2,1.848048201
3012,HIF1,positive_KC,MED21,1.563405671
3013,HIF1,positive_KC,MEN1,1.777948855
3014,HIF1,positive_KC,MFAP3,1.736290807
3015,HIF1,positive_KC,MFSD2A,1.823372024
3016,HIF1,positive_KC,MIF,1.893042365
3017,HIF1,positive_KC,MIR3091,1.783648892
3018,HIF1,positive_KC,MKNK2,1.743494578
3019,HIF1,positive_KC,MLEC,1.709609571
3020,HIF1,positive_KC,MLLT6,1.819546372
3021,HIF1,positive_KC,MOBKL2A,1.82129503
3022,HIF1,positive_KC,MPP2,1.748541337
3023,HIF1,positive_KC,MRPL54,1.753672662
3024,HIF1,positive_KC,MRPS26,1.661443335
3025,HIF1,positive_KC,MT1,1.69841977
3026,HIF1,positive_KC,MT2,1.697712844
3027,HIF1,positive_KC,MTHFD1L,1.657937117
3028,HIF1,positive_KC,MXD3,1.852372009
3029,HIF1,positive_KC,MXI1,1.945300921
3030,HIF1,positive_KC,MYC,1.856572984
3031,HIF1,positive_KC,MYO9B,1.654375701
3032,HIF1,positive_KC,MYST4,1.791214092
3033,HIF1,positive_KC,NAMPT,1.804416337
3034,HIF1,positive_KC,NANOS1,1.611350705
3035,HIF1,positive_KC,NAP1L4,1.557495474
3036,HIF1,positive_KC,NARF,1.963653703
3037,HIF1,positive_KC,NCAPH2,1.787284374
3038,HIF1,positive_KC,NCBP2,1.567166593
3039,HIF1,positive_KC,NCS1,1.72893395
3040,HIF1,positive_KC,NDRG1,1.698707988
3041,HIF1,positive_KC,NDRG2,1.739238238
3042,HIF1,positive_KC,NDUFAF3,1.705519603
3043,HIF1,positive_KC,NDUFV3,1.861681031
3044,HIF1,positive_KC,NEAT1,1.852129336
3045,HIF1,positive_KC,NECAP2,1.616660885
3046,HIF1,positive_KC,NEFH,1.547627847
3047,HIF1,positive_KC,NEK1,1.814803401
3048,HIF1,positive_KC,NFATC2,1.786146181
3049,HIF1,positive_KC,NFIL3,1.85867061
3050,HIF1,positive_KC,NFYB,1.527860583
3051,HIF1,positive_KC,NISCH,1.593031042
3052,HIF1,positive_KC,NLGN2,1.509151758
3053,HIF1,positive_KC,NR4A2,1.717585497
3054,HIF1,positive_KC,NRN1,1.859107859
3055,HIF1,positive_KC,NSUN2,1.535959431
3056,HIF1,positive_KC,NUFIP1,1.519999429
3057,HIF1,positive_KC,NUP50,1.66192397
3058,HIF1,positive_KC,OBFC2A,1.800289912
3059,HIF1,positive_KC,OST4,1.697521458
3060,HIF1,positive_KC,OSTF1,1.716465508
3061,HIF1,positive_KC,P4HA1,1.843699961
3062,HIF1,positive_KC,P4HA2,1.821502706
3063,HIF1,positive_KC,P4HB,1.925058285
3064,HIF1,positive_KC,PAFAH1B3,1.790863106
3065,HIF1,positive_KC,PAQR4,1.817889329
3066,HIF1,positive_KC,PARK7,1.911663055
3067,HIF1,positive_KC,PARP16,1.703553489
3068,HIF1,positive_KC,PARP6,1.84570746
3069,HIF1,positive_KC,PARP9,1.864541109
3070,HIF1,positive_KC,PCGF5,1.894908647
3071,HIF1,positive_KC,PCX,1.72576126
3072,HIF1,positive_KC,PDE6D,1.524045918
3073,HIF1,positive_KC,PDK1,1.863618048
3074,HIF1,positive_KC,PDK3,1.704681225
3075,HIF1,positive_KC,PDXP,1.891833414
3076,HIF1,positive_KC,PECAM1,1.564874089
3077,HIF1,positive_KC,PECR,1.848431157
3078,HIF1,positive_KC,PER1,1.885161299
3079,HIF1,positive_KC,PEX26,1.55211912
3080,HIF1,positive_KC,PFKFB3,1.89548336
3081,HIF1,positive_KC,PFKL,1.871212853
3082,HIF1,positive_KC,PFKM,1.634029824
3083,HIF1,positive_KC,PFKP,1.914938679
3084,HIF1,positive_KC,PGAM1,1.88862422
3085,HIF1,positive_KC,PGBD1,1.510456481
3086,HIF1,positive_KC,PGD,1.845608555
3087,HIF1,positive_KC,PGK1,1.875425731
3088,HIF1,positive_KC,PGM2,1.839223384
3089,HIF1,positive_KC,PGP,1.933284066
3090,HIF1,positive_KC,PGRMC2,1.657960448
3091,HIF1,positive_KC,PHC3,1.557791656
3092,HIF1,positive_KC,PIGA,1.656150789
3093,HIF1,positive_KC,PIM2,1.685751587
3094,HIF1,positive_KC,PIM3,1.70920074
3095,HIF1,positive_KC,PKM2,1.864340821
3096,HIF1,positive_KC,PKP2,1.594905841
3097,HIF1,positive_KC,PLBD2,1.540988451
3098,HIF1,positive_KC,PLCG1,1.608635877
3099,HIF1,positive_KC,PLCXD1,1.838719285
3100,HIF1,positive_KC,PLEKHA2,1.909733403
3101,HIF1,positive_KC,PLEKHB2,1.70335454
3102,HIF1,positive_KC,PLEKHF1,1.577583335
3103,HIF1,positive_KC,PLOD2,1.764527117
3104,HIF1,positive_KC,PLOD3,1.81430297
3105,HIF1,positive_KC,PNRC1,1.878878161
3106,HIF1,positive_KC,POLR2D,1.835949343
3107,HIF1,positive_KC,POR,1.537832008
3108,HIF1,positive_KC,PPARD,1.935586144
3109,HIF1,positive_KC,PPME1,1.710966423
3110,HIF1,positive_KC,PPP1R13L,1.928153161
3111,HIF1,positive_KC,PPP1R3B,1.79201313
3112,HIF1,positive_KC,PRDX5,1.820550486
3113,HIF1,positive_KC,PRELID1,1.944781776
3114,HIF1,positive_KC,PRELID2,1.899196942
3115,HIF1,positive_KC,PRKAB2,1.508522801
3116,HIF1,positive_KC,PRR12,1.629734164
3117,HIF1,positive_KC,PRR13,1.568466666
3118,HIF1,positive_KC,PSMB8,1.787815054
3119,HIF1,positive_KC,PSTPIP1,1.626499606
3120,HIF1,positive_KC,PTPLA,1.679062406
3121,HIF1,positive_KC,PTPN1,1.577533004
3122,HIF1,positive_KC,PTPN22,1.863120915
3123,HIF1,positive_KC,PTPN6,1.901002819
3124,HIF1,positive_KC,PTTG1,1.601940377
3125,HIF1,positive_KC,PVR,1.56274472
3126,HIF1,negative_KC,PYCR1,-1.874720284
3127,HIF1,positive_KC,PYGL,1.740983328
3128,HIF1,positive_KC,R3HDM1,1.691291229
3129,HIF1,positive_KC,RAB24,1.916270225
3130,HIF1,positive_KC,RAB6,1.651692587
3131,HIF1,positive_KC,RABGGTA,1.833459221
3132,HIF1,positive_KC,RAC1,1.641184788
3133,HIF1,positive_KC,RALB,1.503151197
3134,HIF1,positive_KC,RARA,1.967956106
3135,HIF1,positive_KC,RASA4,1.685966994
3136,HIF1,positive_KC,RASAL3,1.566167711
3137,HIF1,positive_KC,RASSF1,1.914334509
3138,HIF1,negative_KC,REL,-1.562719737
3139,HIF1,positive_KC,REST,1.596777793
3140,HIF1,positive_KC,RFXAP,1.691200609
3141,HIF1,positive_KC,RGS1,1.868720555
3142,HIF1,positive_KC,RGS11,1.880186096
3143,HIF1,positive_KC,RHOB,1.545043535
3144,HIF1,positive_KC,RHOH,1.729087149
3145,HIF1,positive_KC,RIPK2,1.610008714
3146,HIF1,positive_KC,RMRP,1.663745904
3147,HIF1,positive_KC,RNF113A1,1.777861307
3148,HIF1,positive_KC,RNF126,1.817049036
3149,HIF1,positive_KC,RNF145,1.837009953
3150,HIF1,positive_KC,RNF149,1.54389909
3151,HIF1,positive_KC,RNF157,1.950002485
3152,HIF1,positive_KC,RNF181,1.629474468
3153,HIF1,positive_KC,RNF19A,1.808401197
3154,HIF1,positive_KC,RNF19B,1.540957243
3155,HIF1,positive_KC,RNFT1,1.614232262
3156,HIF1,positive_KC,RNH1,1.592155769
3157,HIF1,positive_KC,RNU11,1.86424561
3158,HIF1,positive_KC,RPS21,1.744654128
3159,HIF1,positive_KC,RRAGA,1.743213398
3160,HIF1,positive_KC,RRAGD,1.501411148
3161,HIF1,positive_KC,RSBN1,1.773615358
3162,HIF1,positive_KC,RUNX3,1.562834403
3163,HIF1,positive_KC,RUVBL2,1.786683241
3164,HIF1,positive_KC,S100A11,1.51017664
3165,HIF1,positive_KC,S1PR4,1.880000398
3166,HIF1,positive_KC,SAFB,1.792539349
3167,HIF1,positive_KC,SAFB2,1.718350633
3168,HIF1,positive_KC,SAP30,1.861593122
3169,HIF1,positive_KC,SASH3,1.919584377
3170,HIF1,positive_KC,SAV1,1.579253356
3171,HIF1,positive_KC,SCAND1,1.662118674
3172,HIF1,positive_KC,SCCPDH,1.742263561
3173,HIF1,positive_KC,SDC4,1.518677343
3174,HIF1,positive_KC,SDF4,1.928065401
3175,HIF1,positive_KC,SEC61G,1.703086136
3176,HIF1,positive_KC,SEPT9,1.832350685
3177,HIF1,positive_KC,SERF2,1.701944572
3178,HIF1,positive_KC,SERPINE1,1.60697745
3179,HIF1,positive_KC,SERPINF1,1.787673071
3180,HIF1,positive_KC,SERTAD1,1.944742831
3181,HIF1,positive_KC,SERTAD3,1.874292697
3182,HIF1,negative_KC,SESN2,-1.615710953
3183,HIF1,positive_KC,SETX,1.574925393
3184,HIF1,positive_KC,SF3B5,1.608436737
3185,HIF1,positive_KC,SH2B1,1.604958933
3186,HIF1,positive_KC,SIGIRR,1.524663608
3187,HIF1,positive_KC,SIGMAR1,1.537641707
3188,HIF1,positive_KC,SIPA1L1,1.588552162
3189,HIF1,positive_KC,SIRT6,1.814719129
3190,HIF1,positive_KC,SLAMF7,1.814674007
3191,HIF1,positive_KC,SLC16A3,1.886501916
3192,HIF1,negative_KC,SLC1A4,-1.501314345
3193,HIF1,positive_KC,SLC25A1,1.664197387
3194,HIF1,positive_KC,SLC25A36,1.613417376
3195,HIF1,positive_KC,SLC2A1,1.975390006
3196,HIF1,positive_KC,SLC30A9,1.821811724
3197,HIF1,positive_KC,SLC35D3,1.643271987
3198,HIF1,positive_KC,SLC37A4,1.969920725
3199,HIF1,positive_KC,SLC39A1,1.664404094
3200,HIF1,positive_KC,SLC39A10,1.693690833
3201,HIF1,positive_KC,SLC39A4,1.774126371
3202,HIF1,positive_KC,SLC41A1,1.69113541
3203,HIF1,positive_KC,SLC43A2,1.805225206
3204,HIF1,positive_KC,SMOX,1.871045693
3205,HIF1,positive_KC,SMPD1,1.569243065
3206,HIF1,positive_KC,SNAPC1,1.738862842
3207,HIF1,positive_KC,SNRNP25,1.721905374
3208,HIF1,positive_KC,SNX15,1.731346344
3209,HIF1,positive_KC,SNX18,1.846043397
3210,HIF1,positive_KC,SNX6,1.715093617
3211,HIF1,positive_KC,SOCS1,1.901575034
3212,HIF1,positive_KC,SOCS3,1.786976418
3213,HIF1,positive_KC,SPRED2,1.82875454
3214,HIF1,positive_KC,SPSB2,1.892000535
3215,HIF1,positive_KC,SRA1,1.880080492
3216,HIF1,positive_KC,SSBP4,1.684267919
3217,HIF1,positive_KC,ST6GAL1,1.90754961
3218,HIF1,positive_KC,STARD4,1.550474023
3219,HIF1,positive_KC,STAT3,1.734377013
3220,HIF1,positive_KC,STAT6,1.798667261
3221,HIF1,positive_KC,STC2,1.85687237
3222,HIF1,positive_KC,STK11,1.635908673
3223,HIF1,positive_KC,STK25,1.531612687
3224,HIF1,positive_KC,SUN1,1.799609019
3225,HIF1,positive_KC,SUV420H1,1.678513672
3226,HIF1,positive_KC,TAOK3,1.624337726
3227,HIF1,positive_KC,TBL2,1.920324451
3228,HIF1,positive_KC,TCF25,1.750863627
3229,HIF1,positive_KC,TDG,1.732118721
3230,HIF1,positive_KC,TEC,1.587694977
3231,HIF1,positive_KC,TES,1.603716636
3232,HIF1,positive_KC,TET2,1.58702847
3233,HIF1,positive_KC,TEX2,1.712108956
3234,HIF1,positive_KC,TEX261,1.543615406
3235,HIF1,positive_KC,TFRC,1.789252675
3236,HIF1,positive_KC,TG,1.679944631
3237,HIF1,positive_KC,THY1,1.841269396
3238,HIF1,negative_KC,TIMD2,-1.60989969
3239,HIF1,positive_KC,TIPARP,1.728210006
3240,HIF1,positive_KC,TIRAP,1.84697861
3241,HIF1,positive_KC,TKT,1.536451235
3242,HIF1,positive_KC,TMEM55B,1.773751129
3243,HIF1,positive_KC,TMEM60,1.722238722
3244,HIF1,positive_KC,TMEM97,1.793091617
3245,HIF1,positive_KC,TMSB10,1.78426825
3246,HIF1,positive_KC,TMTC2,1.805806927
3247,HIF1,positive_KC,TMTC4,1.524806145
3248,HIF1,positive_KC,TNFRSF18,1.90491941
3249,HIF1,positive_KC,TNFRSF1B,1.744371142
3250,HIF1,positive_KC,TNFRSF4,1.901772621
3251,HIF1,positive_KC,TNFRSF8,1.646195673
3252,HIF1,positive_KC,TNFRSF9,1.954425839
3253,HIF1,positive_KC,TNFSF14,1.672153025
3254,HIF1,positive_KC,TNFSF9,1.781207876
3255,HIF1,positive_KC,TNP2,1.87954538
3256,HIF1,positive_KC,TOMM6,1.793844468
3257,HIF1,positive_KC,TPD52,1.747866723
3258,HIF1,positive_KC,TPI1,1.895763663
3259,HIF1,positive_KC,TRAPPC6A,1.939478677
3260,HIF1,negative_KC,TRIB3,-1.893985447
3261,HIF1,positive_KC,TRIOBP,1.591639947
3262,HIF1,positive_KC,TSC22D4,1.695552348
3263,HIF1,positive_KC,TSHZ1,1.640619647
3264,HIF1,positive_KC,TSNAX,1.537314155
3265,HIF1,positive_KC,TUBA1C,1.665644314
3266,HIF1,positive_KC,TUBB2C,1.635874908
3267,HIF1,positive_KC,TUBB6,1.611633821
3268,HIF1,positive_KC,TUBE1,1.701910618
3269,HIF1,positive_KC,TUT1,1.759249588
3270,HIF1,positive_KC,TWF2,1.509457175
3271,HIF1,positive_KC,UBE2J2,1.500012179
3272,HIF1,positive_KC,UBE2V1,1.837838314
3273,HIF1,positive_KC,UBE2Z,1.64199972
3274,HIF1,positive_KC,UBN2,1.686091285
3275,HIF1,positive_KC,UBTD1,1.721613315
3276,HIF1,positive_KC,UFSP2,1.91657248
3277,HIF1,positive_KC,UGDH,1.512361133
3278,HIF1,positive_KC,ULK3,1.706117043
3279,HIF1,positive_KC,UNC13A,1.974948994
3280,HIF1,positive_KC,UQCR11,1.707749874
3281,HIF1,positive_KC,UQCRH,1.686053494
3282,HIF1,positive_KC,USF2,1.713222941
3283,HIF1,positive_KC,USP5,1.832801356
3284,HIF1,positive_KC,USP53,1.669479521
3285,HIF1,positive_KC,UST,1.652263673
3286,HIF1,positive_KC,VAMP2,1.855983437
3287,HIF1,positive_KC,VAPB,1.543452416
3288,HIF1,positive_KC,VDAC1,1.839019902
3289,HIF1,positive_KC,VEGFA,1.865410952
3290,HIF1,positive_KC,VEGFB,1.69126699
3291,HIF1,positive_KC,VHL,1.860126377
3292,HIF1,positive_KC,VIM,1.744063225
3293,HIF1,positive_KC,VLDLR,1.706068832
3294,HIF1,positive_KC,VPS54,1.520687783
3295,HIF1,positive_KC,VWA1,1.776887912
3296,HIF1,positive_KC,WDR54,1.874273761
3297,HIF1,positive_KC,WDR81,1.75003374
3298,HIF1,positive_KC,WHAMM,1.593136341
3299,HIF1,positive_KC,WIPF1,1.804624459
3300,HIF1,positive_KC,WSB1,1.706841278
3301,HIF1,positive_KC,XPNPEP1,1.70248521
3302,HIF1,positive_KC,XYLT2,1.525074952
3303,HIF1,positive_KC,YDJC,1.649873377
3304,HIF1,positive_KC,YIF1B,1.759545639
3305,HIF1,positive_KC,ZAP70,1.679007143
3306,HIF1,positive_KC,ZC3H7A,1.812207863
3307,HIF1,positive_KC,ZDHHC18,1.878254926
3308,HIF1,positive_KC,ZFP292,1.877294915
3309,HIF1,positive_KC,ZFP395,1.806749888
3310,HIF1,positive_KC,ZFP446,1.783362126
3311,HIF1,positive_KC,ZFP526,1.763939913
3312,HIF1,positive_KC,ZFP653,1.630982776
3313,HIF1,positive_KC,ZFP771,1.825657318
3314,HIF1,positive_KC,ZMIZ1,1.901491202
3315,HIF1,positive_KC,ZNHIT1,1.805506041
3316,HIF1,positive_KC,ZNHIT2-PS,1.773628179
3317,MAF,negative_KC,0610007P08RIK,-1.509732588
3318,MAF,negative_KC,1190002H23RIK,-1.929709278
3319,MAF,negative_KC,1190002N15RIK,-1.686843723
3320,MAF,negative_KC,1500012F01RIK,-1.893187041
3321,MAF,negative_KC,2610029I01RIK,-1.793675322
3322,MAF,negative_KC,4930417O13RIK,-1.619498497
3323,MAF,negative_KC,4930503L19RIK,-1.749944681
3324,MAF,negative_KC,5033414D02RIK,-1.83712637
3325,MAF,negative_KC,5830405N20RIK,-1.809748022
3326,MAF,negative_KC,A430093F15RIK,-1.883139009
3327,MAF,negative_KC,A630033H20RIK,-1.653218872
3328,MAF,negative_KC,A930015D03RIK,-1.873850494
3329,MAF,negative_KC,AI504432,-1.829320059
3330,MAF,negative_KC,AW112010,-1.75309523
3331,MAF,negative_KC,ABTB2,-1.95428137
3332,MAF,negative_KC,ACSL6,-1.670745427
3333,MAF,negative_KC,ADAM19,-1.979566024
3334,MAF,negative_KC,ADAP1,-1.79865879
3335,MAF,negative_KC,ADK,-1.930833206
3336,MAF,positive_KC,AFF3,1.908801473
3337,MAF,negative_KC,AGFG1,-1.813482254
3338,MAF,negative_KC,AHI1,-1.889780936
3339,MAF,negative_KC,AHNAK,-1.979471892
3340,MAF,positive_KC,AHR,1.781585295
3341,MAF,negative_KC,AIG1,-1.790527659
3342,MAF,negative_KC,AKNA,-1.955755648
3343,MAF,positive_KC,ALPK2,1.968540482
3344,MAF,negative_KC,ANKRD44,-1.911984236
3345,MAF,negative_KC,ANKRD46,-1.832921606
3346,MAF,negative_KC,ANXA2,-1.910387887
3347,MAF,negative_KC,ANXA6,-1.864652881
3348,MAF,negative_KC,APPL1,-1.656688758
3349,MAF,negative_KC,ARF6,-1.794749919
3350,MAF,negative_KC,ARHGAP39,-1.856316974
3351,MAF,negative_KC,ARHGEF3,-1.993369307
3352,MAF,negative_KC,ARHGEF40,-1.531384189
3353,MAF,negative_KC,ARHGEF9,-1.659543074
3354,MAF,negative_KC,ARL4C,-1.906657708
3355,MAF,negative_KC,ASB2,-1.944820816
3356,MAF,negative_KC,ATP10A,-1.929377026
3357,MAF,negative_KC,ATP2A3,-1.724443977
3358,MAF,negative_KC,ATP8B4,-1.954089416
